	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_lambda	param_model_conifg__max_depth	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
52	0.8680310967860458	1.3468633376814365	0.152594166372082	7.743160980930819	276	0.01530924296540854	5	-37.887802	-226.00876	-2.5004742	-178.9537	-0.5238039	-89.17491	105.81302	27
53	0.804221623363038	2.3864791366348035	0.1477839450421563	3.6560003991077368	132	0.0868855653151112	3	-40.684376	-226.03708	-2.5386755	-178.89006	-0.32225254	-89.694496	105.51147	223
54	0.6245433116940858	4.776169717799273	0.035421098305934436	6.115824628428813	219	0.0004398484445996325	4	-37.649025	-226.28438	-2.488476	-179.51422	-0.52267367	-89.291756	106.05282	77
55	0.6010497415301589	4.303689294491825	0.03823603205864383	5.439848730752617	351	0.0008771003978274923	3	-37.525734	-226.38882	-2.469665	-179.23175	-0.44336623	-89.21187	106.06202	42
56	0.7664737479072994	4.846474048922205	0.03244567768807158	8.580658302774587	134	0.00019534108598776495	5	-37.96969	-226.25719	-2.5471296	-179.94672	-0.39974433	-89.42409	106.110954	188
57	0.856028590428485	4.980899440526513	0.012792570142085812	4.585393694125478	239	0.03547597270050817	9	-37.92741	-226.4707	-2.5082617	-179.92664	-0.31893092	-89.43039	106.20556	191
58	0.7369840501604562	3.5904913940156966	0.12392254514692198	4.246219969452693	356	0.8929928919707224	7	-37.669918	-226.4683	-2.497452	-179.78418	-0.31082734	-89.34614	106.209625	105
59	0.800394108237569	3.603046835780628	0.03559716872064606	7.410940505592338	304	0.014475109226351262	5	-37.98536	-226.15419	-2.5345232	-179.56462	-0.45682257	-89.3391	105.98504	95
60	0.8167851351735038	1.2840825185775528	0.0370515157747556	9.055868865588057	170	0.008667139927976304	7	-37.891693	-226.35176	-2.5179281	-179.94862	-0.44366175	-89.43074	106.14809	192
61	0.9943510156162005	0.5247546464790195	0.0641921444733099	1.6563601419420166	232	0.2694235124574906	3	-103.657524	-226.4737	-2.469949	-175.91808	-0.33452967	-101.77075	101.491585	292
62	0.6137781481425724	2.8292124568733827	0.1754193209405835	6.938137304440205	269	0.1668004252838251	9	-37.347668	-226.14124	-2.503623	-179.70721	-0.46747005	-89.233444	106.09293	47
63	0.7950900610669953	2.832063114576935	0.0715142333872861	1.9683201908290284	199	0.0038716033865947978	3	-89.35471	-226.35738	-2.5135932	-177.51732	-0.36022663	-99.22064	101.878716	275
64	0.9949019788020074	4.664495603885233	0.019631114126547996	2.0574658694731647	323	0.0028243307425671995	8	-78.29173	-226.47305	-2.4694428	-177.69766	-0.3693582	-97.06025	102.34608	249
65	0.7282662941864622	2.3472097806450183	0.17492361669504689	6.445800123901569	115	0.0007589141990128074	2	-37.408836	-226.23915	-2.4727857	-179.65916	-0.62880695	-89.281746	106.079384	71
66	0.9619713955292669	4.129503084356256	0.015098739753971307	3.2381367954145173	279	0.20514743187319234	7	-38.65407	-226.1342	-2.4635968	-179.41089	-0.31772768	-89.396095	105.90909	156
67	0.825392701085447	1.1958299237353056	0.05597498876986415	9.424221592655694	102	0.0009488684241665928	9	-37.946594	-226.35095	-2.50072	-179.93834	-0.43005112	-89.433334	106.14534	195
68	0.9798307699345029	2.6989383769484245	0.027472774157571267	9.468297341946597	120	0.0023913114785529704	2	-37.994987	-226.34503	-2.488657	-180.00424	-0.36598346	-89.43978	106.16753	199
69	0.6260639901812872	4.672424004350106	0.07550497277543672	3.401244918285927	241	0.011992708286179331	7	-38.831863	-226.11656	-2.5396378	-179.30385	-0.33586454	-89.42556	105.83997	189
70	0.7255838256101477	0.7668379656394566	0.12971339709002844	8.807062112243353	288	0.20455079446093846	10	-37.945248	-226.17668	-2.5849774	-179.59564	-0.44014105	-89.34854	105.99693	108
71	0.7301228955515444	1.5657501935796039	0.06441948027998574	6.529721390884319	223	0.0003914415039678186	9	-37.359062	-226.23349	-2.494128	-179.40953	-0.7076158	-89.24077	106.00969	52
72	0.9195050845006438	3.462465633595434	0.08106439202041806	1.7142208923773228	52	0.08319387084960803	7	-84.140594	-226.47316	-2.4899762	-178.30461	-0.33548602	-98.34877	102.232796	263
73	0.6390058107640116	0.5959721318977705	0.17749128923252352	9.045561371242007	331	0.5566836759444104	5	-37.835114	-226.08112	-2.6579144	-179.86848	-0.40317002	-89.369156	106.030464	130
74	0.918613173276179	0.8964152552616902	0.011965255045782483	8.318427230789434	58	0.03391454948047599	4	-38.10224	-226.4154	-2.477433	-180.12267	-0.3230734	-89.48816	106.21379	215
75	0.8061793022952801	4.121265039238801	0.014037517217256566	6.4328767647212075	170	0.00039474460161881915	6	-37.909935	-226.33092	-2.4662733	-179.71068	-0.5063697	-89.384834	106.0859	146
76	0.9655939875978747	4.899641047258012	0.012259067820774723	1.6673555234370623	171	0.0009887750159219661	3	-64.20991	-226.46799	-2.4628367	-178.16765	-0.31724152	-94.32512	103.28891	239
77	0.8395862709855092	3.156133524279559	0.03549039832272602	6.027942689915575	170	0.0018553613680981505	2	-37.546215	-226.26955	-2.4834802	-179.34517	-0.61364067	-89.25161	106.00662	59
78	0.8814274667387585	4.080015009591194	0.06779051088011702	1.3759343877457775	72	0.28500311935273004	3	-78.86981	-226.4098	-2.545015	-178.18756	-0.35336095	-97.27311	102.38282	251
79	0.7207532737164701	0.10003196652959269	0.014692510114195223	1.4656591123914904	165	0.00220548080623394	5	-81.102806	-226.27364	-2.4950182	-178.28818	-0.38334042	-97.708595	102.26878	255
80	0.8472742808877831	3.3774473286290787	0.1604924669173769	5.207578102263499	327	0.015069188443226543	4	-37.480007	-226.40717	-2.4762764	-179.07877	-0.432814	-89.175	106.04194	28
81	0.8088448778890363	1.2231042619101522	0.010948630048085878	4.315671635332124	139	0.005314165845793436	2	-38.08982	-226.47525	-2.48835	-180.10034	-0.3122808	-89.49321	106.22985	216
82	0.8810009538932815	3.3012636348254416	0.14492634412395833	1.664299276749456	291	0.43359162979440746	8	-85.31009	-226.4432	-2.5684233	-177.58824	-0.34896246	-98.45179	102.023125	265
83	0.9711328687616206	1.391100402129699	0.1621042700167663	7.637424411007165	379	0.00027481617761756204	6	-38.06627	-225.97441	-2.5442026	-178.75778	-0.54018307	-89.17657	105.726395	29
84	0.7987322133429897	1.437374794209614	0.053051026522064615	9.41099904563011	287	0.001228556088652274	2	-37.959656	-226.2772	-2.5533376	-179.88614	-0.442344	-89.423744	106.095505	187
85	0.7518402845503371	0.729567688794693	0.08609784963720013	6.984593855214523	343	0.0033080317315291033	6	-37.221375	-226.21608	-2.5621357	-178.91202	-0.67568064	-89.117455	105.90806	17
86	0.8635286247097848	2.0237672952915204	0.016223690399334533	5.476542681575977	380	0.0014740666203032634	2	-37.393307	-226.4125	-2.47725	-178.80754	-0.46127808	-89.11038	105.99065	16
87	0.7533744209430531	3.551849750940834	0.02727693167536025	5.124322322375231	299	0.0004176168052585845	6	-37.47441	-226.41199	-2.4729035	-179.2575	-0.43412763	-89.21019	106.082504	41
88	0.7817728660510723	0.17430882989217525	0.04907678346992924	7.506622441924912	364	0.07286166172540864	3	-38.005577	-225.7795	-2.541855	-178.77934	-0.5280764	-89.12687	105.67828	20
89	0.8478567836167644	1.303014402257406	0.13603798431674602	7.2927482941997805	208	0.00013514684857360876	2	-38.050125	-225.8771	-2.495666	-179.30853	-0.4866602	-89.24362	105.834984	54
90	0.6434215909071399	1.4026312056088408	0.011085562575202613	6.392236222558244	227	0.004863632571957982	8	-37.905228	-226.3206	-2.463802	-179.63889	-0.6156504	-89.38884	106.045494	152
91	0.62698106964785	2.2338116672276427	0.1074704601787692	3.02389543035414	388	0.011524145546550301	2	-39.872112	-226.0588	-2.5596666	-179.2301	-0.32758588	-89.60965	105.67995	222
92	0.6656132827933533	0.17212116979572253	0.04562190276020345	4.197213251025406	399	0.12272933748544174	10	-37.775005	-226.48871	-2.5723016	-179.62445	-0.3779452	-89.36768	106.14009	126
93	0.7025673733595114	0.36603488556622443	0.012483621546069686	9.757967047405721	268	0.1699027446967417	4	-38.02579	-226.38461	-2.4956856	-180.00331	-0.38059452	-89.458	106.17185	206
94	0.8365250607792156	2.6712689334916684	0.10341774563876842	7.870926429978846	61	0.00019043915962319488	2	-38.01567	-226.19463	-2.5404565	-179.16916	-0.46646288	-89.277275	105.90715	68
95	0.6615715988127006	0.8026510788241442	0.067108623479643	3.0333964222462644	188	0.05078594615977832	3	-41.95251	-225.92554	-2.588502	-179.38492	-0.33725473	-90.03774	105.42076	230
96	0.7090090770908356	3.7862469607323526	0.022431742374581006	1.4373607253880551	57	0.004494324893110312	10	-38.669796	-226.28116	-2.473183	-179.28787	-0.32670578	-89.40774	105.92468	167
97	0.7558741605770611	0.36743009386550063	0.08353015377012296	1.5670958299671	138	0.0013293218223054983	5	-108.80646	-226.17659	-2.546633	-176.71843	-0.45548338	-102.94072	101.546585	295
98	0.9224983513363366	1.3430371293867904	0.02783379839225072	8.433277298210974	350	0.0004506853917153576	10	-37.89784	-226.22249	-2.5439765	-179.76692	-0.40740088	-89.36772	106.06919	127
99	0.7229798551069485	4.893630268449988	0.10331881179960652	1.329905778865529	112	0.00042531728762563336	5	-77.494286	-226.20743	-2.526486	-178.56955	-0.33308822	-97.02617	102.4675	247
100	0.8292529053072721	1.3112523065816917	0.1418124789069249	7.272046347188927	162	0.0004077537904627476	5	-38.012627	-225.73997	-2.5230122	-179.12729	-0.418593	-89.16429	105.76537	23
101	0.6232156591758088	0.6857405231714869	0.06588002814394628	2.1602057917062365	260	0.3286548783577327	5	-99.48482	-226.13222	-2.546755	-177.5153	-0.30803296	-101.197426	101.66942	290
102	0.8046306175511352	2.6137351906206137	0.056653575003217424	1.81099207803523	127	0.10621874893254274	8	-87.67536	-226.38214	-2.5199142	-178.08371	-0.35484734	-99.0032	102.03916	274
103	0.6402720640403757	0.26788491690307215	0.08149666482018907	8.464003411481983	385	0.4619663079722472	5	-37.75647	-226.11307	-2.5725536	-179.53128	-0.4520856	-89.28509	105.98565	76
104	0.6920719615558799	1.287338463736928	0.1041735596120586	6.038982598247913	369	0.07586291360884566	6	-37.284714	-226.25421	-2.4993572	-178.84462	-0.6130894	-89.099205	105.92426	14
105	0.7579651649393496	3.9475474500269985	0.09368507181460686	9.3009520768771	108	0.4486568959886574	8	-37.78326	-226.19395	-2.523239	-179.90941	-0.39508128	-89.360985	106.11111	122
106	0.7357814581966425	4.773168394327066	0.15999733533579089	3.383169904067185	86	0.010883825088951832	7	-38.64551	-226.1529	-2.5193233	-179.4539	-0.3207669	-89.41847	105.913216	182
107	0.7551957865642938	0.7990568934188976	0.0315064833685569	1.4324499515498714	99	0.00351274019809913	6	-108.296646	-226.1801	-2.4996328	-177.26645	-0.39197358	-102.926956	101.66809	294
108	0.62285725762747	4.949511509618792	0.049842301512836786	3.7006466787723378	216	0.006388595370608191	10	-38.42109	-226.10028	-2.5144367	-179.41373	-0.30822974	-89.35155	105.91827	113
109	0.7287855887850889	4.692035039062104	0.02051918641869364	7.5960273447580855	182	0.00018432804996855183	9	-38.01576	-226.17122	-2.5149689	-179.7214	-0.42716336	-89.3701	106.03046	134
110	0.8632444424785894	1.1276429222297057	0.02668434921740111	5.954581690578475	322	0.055373650407843915	10	-37.31037	-226.41486	-2.4865215	-178.49214	-0.4789436	-89.03656	105.92929	4
111	0.8288369655601173	3.8638252048189283	0.044040819051341974	2.0112852142343316	217	0.5864368398111313	9	-78.26191	-226.37552	-2.5197065	-177.62613	-0.32353756	-97.02136	102.301735	246
112	0.8384073159704116	3.616499576667613	0.10851837319560004	7.301491438009127	211	0.34982174181276493	10	-37.97921	-226.1175	-2.5186548	-179.52306	-0.4370402	-89.315094	105.97249	84
113	0.7026443139314001	3.43808531814215	0.10479456393483584	4.431535652876206	332	0.03519908013165314	8	-37.82191	-226.4774	-2.5358872	-179.86105	-0.33221468	-89.40569	106.19812	165
114	0.853258998952668	1.7231953741481785	0.012213520180530842	2.5193841393325553	137	0.03988215514659294	5	-46.538845	-226.38599	-2.4714835	-178.53665	-0.31058216	-90.84871	104.91732	234
115	0.6179346556858364	2.922516444824551	0.11621518478942394	8.169504679320179	336	0.02031442193036436	5	-37.91053	-226.15579	-2.528659	-179.71822	-0.39423612	-89.34148	106.04166	99
116	0.9669289245951989	2.094920873567094	0.02177102855077803	4.4161443633829744	213	0.0015013886404025081	7	-37.804726	-226.47069	-2.531922	-179.81216	-0.33293697	-89.39049	106.18828	153
117	0.9540561653248019	2.4087927261166713	0.08042847712763411	2.2493237895588107	231	0.13259870871551374	8	-88.39521	-226.47337	-2.4738064	-176.77884	-0.35919845	-98.89609	101.80708	270
118	0.772641703988682	1.021418846164967	0.06460361487371953	7.048650785621237	64	0.07387856211380985	10	-38.021637	-226.10689	-2.5420353	-179.3055	-0.4338959	-89.282	105.913536	72
119	0.7832893225622765	4.277737503443487	0.05535593688911821	8.936290037057368	274	0.0002539773642867963	7	-37.995052	-226.25275	-2.539269	-179.87445	-0.39143682	-89.4106	106.09439	173
120	0.6787220122966212	0.5070282915730525	0.16289679980095853	4.337539704008418	354	0.029772414032367817	2	-37.772934	-226.4839	-2.6410227	-179.65398	-0.36646518	-89.38365	106.13343	144
121	0.719708835390237	3.1768312270753896	0.04281947791837418	4.7902008227989175	115	0.0008622614876564347	3	-37.831562	-226.47012	-2.5197954	-179.77527	-0.31815466	-89.38298	106.18257	142
122	0.8914003748659853	1.5870900710177982	0.019669909909692113	5.594793814103009	104	0.11425077993767047	5	-37.882526	-226.43596	-2.4612224	-179.7531	-0.4067949	-89.38792	106.154045	150
123	0.6511508652912882	0.3609523060394517	0.09089486266050383	6.7726831738143805	120	0.002410084485610304	2	-37.235596	-226.17538	-2.5495584	-178.46857	-0.59472704	-89.00477	105.818756	2
124	0.687995737771494	2.063781834390361	0.1104053194722592	8.560986268239745	109	0.006845602080630883	5	-37.864635	-226.1379	-2.5191166	-179.83458	-0.40190637	-89.35162	106.0666	115
125	0.9060827827404663	2.159841854088946	0.0981641402826688	5.904155146571227	95	0.306704674699087	7	-37.345154	-226.40247	-2.475078	-178.68896	-0.51043504	-89.08442	105.95837	9
126	0.8310662355831744	4.525036756231195	0.027703438946669563	7.157378877276276	370	0.007746405211577657	8	-37.999012	-226.19675	-2.508339	-179.6513	-0.4246355	-89.356	106.02768	119
127	0.9354278271546642	1.2011205144515364	0.04202518528030972	9.85506464313325	182	0.0852465917936748	7	-37.900703	-226.33772	-2.526714	-179.86359	-0.4225687	-89.41026	106.12696	172
128	0.8928586289126055	4.373038572171959	0.03841646801416428	6.443263945340316	111	0.000834576913594337	2	-37.624676	-226.28366	-2.480926	-179.47627	-0.55139697	-89.28339	106.04302	73
129	0.6422125161570346	0.6980748071189755	0.050350744107692615	3.5393205527113016	215	0.006862117651137535	8	-41.70363	-225.86688	-2.5361888	-179.51231	-0.31412083	-89.986626	105.473076	229
130	0.8534282097610862	3.28896293017461	0.021129580253296754	3.3414132871635336	330	0.0005281541113754849	7	-39.24254	-226.10196	-2.497744	-179.37347	-0.32032502	-89.5072	105.81299	218
131	0.6883447008410164	3.5886096045024547	0.038763734152616545	9.524425631538891	352	0.0012407407144995612	5	-37.93045	-226.29544	-2.5371904	-179.94191	-0.38512596	-89.41803	106.132126	180
132	0.9657980087925144	3.1717107656485974	0.16434751601216097	6.027764490853148	377	0.07300630926624856	4	-37.24608	-226.26906	-2.466486	-179.01263	-0.6272093	-89.12429	105.97318	19
133	0.9002921357456449	1.049941273524173	0.02127792912160812	5.569225866803604	372	0.007388898131067031	4	-37.2973	-226.43039	-2.5002222	-178.68721	-0.5123539	-89.085495	105.96735	11
134	0.7025890495348983	0.8175394793209068	0.021668260694206708	7.0527778281176365	172	0.02226269641682312	9	-38.0584	-226.15224	-2.5192301	-179.53871	-0.45543054	-89.3448	105.97347	103
135	0.6942237285856567	2.7738230122668215	0.015132371774452287	7.9656964024206705	231	0.006489157378504368	4	-38.028603	-226.17734	-2.517893	-179.63184	-0.42206708	-89.355545	106.012276	118
136	0.623767813261802	4.156104592126169	0.030438499891724115	3.3897330189364707	314	0.00568074804689466	8	-38.506096	-226.11069	-2.507223	-179.27206	-0.3160151	-89.34242	105.881165	101
137	0.7964692906948229	2.8118632578473757	0.016764754203928964	4.034232760478732	220	0.01621433769305867	2	-37.859375	-226.46928	-2.5178852	-179.87416	-0.3247162	-89.40908	106.199	169
138	0.9817392966595098	4.9560646052956185	0.019043689010405762	5.001438215394821	262	0.0009087229969310357	3	-37.580738	-226.42566	-2.4699352	-179.35254	-0.41440532	-89.24866	106.09887	56
139	0.9748379067881373	2.3004704129126927	0.025215233440420995	5.601324435696087	118	0.004348496951308875	2	-37.72967	-226.42326	-2.466178	-179.41733	-0.42648673	-89.29259	106.09198	78
140	0.8554529541588822	4.5344999112432856	0.1187242954095041	4.52745229961096	169	0.0005526091400032127	10	-37.795105	-226.46318	-2.5515466	-179.67876	-0.3269196	-89.363106	106.15589	123
141	0.6753558032798689	1.8587678826668508	0.035782196060313985	7.954803871371021	363	0.09332640978901688	4	-37.976463	-226.02284	-2.5417328	-179.3693	-0.48963338	-89.27998	105.89381	69
142	0.7184356664818702	3.2371247212931755	0.02895034703845842	5.362655224545669	137	0.014454956357599224	10	-37.497765	-226.41249	-2.4751441	-179.16058	-0.4222198	-89.19364	106.06129	35
143	0.9961746476341717	0.9250211997983777	0.024844631107005175	2.5838595547174297	88	0.013356053895738074	6	-68.55185	-226.47345	-2.4570289	-177.72896	-0.33805078	-95.10987	102.90029	241
144	0.9449223888403542	2.8125008589537304	0.04202805372937799	3.277445872194896	143	0.043838229521162564	8	-39.45494	-226.09453	-2.465787	-179.2928	-0.32601467	-89.52681	105.77366	219
